Dil Bechara,2020,"Comedy, Drama, Romance",Not Rated,101 ,8.3
The Great,20202023,"Biography, Comedy, Drama",TV-MA,"1,594 ",8.2
The Father,2020,"Drama, Mystery",PG-13,97 ,8.2
Caliphate,2020,"Crime, Drama, Thriller",TV-MA,46 ,8.2
Disclosure,2020,Documentary,TV-MA,108 ,8.2
I Know This Much Is True,2020,Drama,TV-MA,378 ,8.1
The King: Eternal Monarch,2020,"Fantasy, Mystery, Romance",TV-14,70 ,8.1
I May Destroy You,2020,Drama,TV-MA,351 ,8.1
My Octopus Teacher,2020,Documentary,TV-G,85 ,8.1
Collective,2019,"Documentary, Crime",Not Rated,109 ,8.1
Dara of Jasenovac,2020,"Drama, War",R,130 ,8.1
Rising Phoenix,2020,"Documentary, Sport",PG-13,105 ,8.1
Soul,2020,"Animation, Adventure, Comedy",PG,100 ,8
Gangs of London,2020,"Action, Crime, Drama",TV-MA,60 ,8
Wolfwalkers,2020,"Animation, Action, Adventure",PG,103 ,8
"Quo Vadis, Aida?",2020,"Drama, History, War",N/A,101 ,8
Ayyappanum Koshiyum,2020,"Action, Drama, Thriller",Not Rated,177 ,8
Sufna,2020,Romance,N/A,144 ,8
Welcome to Chechnya,2020,Documentary,TV-MA,107 ,7.9
Defending Jacob,2020,"Crime, Drama, Mystery",TV-MA,402 ,7.8
Another Round,2020,Drama,Not Rated,117 ,7.7
Sound of Metal,2019,"Drama, Music",R,120 ,7.7
The Trial of the Chicago 7,2020,"Drama, History, Thriller",R,129 ,7.7
Crip Camp,2020,"Documentary, History",R,106 ,7.7
Lethal Kittens,2020,Comedy,N/A,110 ,7.7
The Outsider,2020,"Crime, Drama, Horror",TV-MA,60 ,7.6
Your Honor,20202023,"Crime, Drama, Thriller",TV-MA,57 ,7.6
Perry Mason,20202023,"Crime, Drama, History",TV-MA,60 ,7.6
Father,2020,Drama,N/A,120 ,7.6
Promising Young Woman,2020,"Crime, Drama, Mystery",R,113 ,7.5
Star Trek: Picard,20202023,"Action, Adventure, Drama",TV-MA,46 ,7.5
Hollywood,2020,"Drama, History",TV-MA,347 ,7.5
Riders of Justice,2020,"Action, Comedy, Drama",Not Rated,116 ,7.5
I Am Not Okay with This,2020,"Comedy, Drama, Fantasy",TV-MA,30 ,7.5
Tiger King,20202021,"Documentary, Biography, Crime",TV-MA,45 ,7.5
Clouds,2020,"Biography, Drama, Music",PG-13,121 ,7.5
The Mole Agent,2020,Documentary,Not Rated,84 ,7.5
Yeh Ballet,2020,"Drama, Musical",N/A,117 ,7.5
25 Years of Innocence,2020,Drama,N/A,116 ,7.5
Raised by Wolves,20202022,"Drama, Fantasy, Sci-Fi",TV-MA,55 ,7.4
Minari,2020,Drama,PG-13,115 ,7.4
Palm Springs,2020,"Comedy, Fantasy, Mystery",R,90 ,7.4
Onward,2020,"Animation, Action, Adventure",PG,102 ,7.4
Tales from the Loop,2020,"Drama, Sci-Fi",TV-MA,50 ,7.4
Never Rarely Sometimes Always,2020,Drama,PG-13,101 ,7.4
Persian Lessons,2020,"Drama, War",N/A,127 ,7.4
Nowhere Special,2020,Drama,N/A,96 ,7.4
High Score,2020,"Documentary, History",TV-14,252 ,7.4
Tenet,2020,"Action, Sci-Fi, Thriller",PG-13,150 ,7.3
Nomadland,2020,Drama,R,107 ,7.3
Ratched,2020,"Crime, Drama, History",TV-MA,60 ,7.3
The Banker,2020,"Biography, Drama",PG-13,120 ,7.3
Uncle Frank,2020,"Comedy, Drama",R,95 ,7.3
Your Name Engraved Herein,2020,"Drama, Romance",Not Rated,118 ,7.3
Trance,2020,"Drama, Thriller",Not Rated,170 ,7.3
Your Eyes Tell,2020,"Drama, Romance",N/A,123 ,7.3
Hunters,20202023,"Crime, Drama, Mystery",TV-MA,60 ,7.2
The Courier,2020,"Drama, History, Mystery",PG-13,112 ,7.2
Minamata,2020,Drama,R,115 ,7.2
The Windermere Children,2020,"Drama, War",Not Rated,88 ,7.2
Angrezi Medium,2020,"Comedy, Drama",N/A,145 ,7.2
The Forty-Year-Old Version,2020,"Comedy, Drama",R,123 ,7.2
The Devil All the Time,2020,"Crime, Drama, Thriller",R,138 ,7.1
The Invisible Man,2020,"Drama, Horror, Mystery",R,124 ,7.1
Shiva Baby,2020,"Comedy, Drama",Not Rated,77 ,7.1
The Call,2020,"Crime, Horror, Mystery",TV-MA,112 ,7.1
The King of Staten Island,2020,"Comedy, Drama",R,136 ,7.1
Lovecraft Country,2020,"Drama, Fantasy, Horror",TV-MA,60 ,7.1
The Heist of the Century,2020,"Action, Biography, Comedy",18+,114 ,7.1
The Hater,2020,"Drama, Thriller",TV-MA,135 ,7.1
The Silent Forest,2020,"Drama, Thriller",TV-MA,108 ,7.1
City on the River,2020,"Drama, History",N/A,112 ,7.1
Classmates Minus,2020,"Comedy, Drama",N/A,122 ,7.1
Greyhound,2020,"Action, Drama, History",PG-13,91 ,7
Pieces of a Woman,2020,Drama,R,126 ,7
Rose Island,2020,"Adventure, Biography, Comedy",TV-14,117 ,7
Dating Amber,2020,"Comedy, Drama, Romance",Not Rated,92 ,7
Beasts Clawing at Straws,2020,"Crime, Drama, Thriller",N/A,108 ,7
Love and Monsters,2020,"Action, Adventure, Comedy",PG-13,109 ,6.9
The Croods: A New Age,2020,"Animation, Adventure, Comedy",PG,95 ,6.9
Ma Rainey's Black Bottom,2020,"Drama, Music",R,94 ,6.9
The Half of It,2020,"Comedy, Drama",PG-13,104 ,6.9
Supernova,2020,"Drama, Romance",R,95 ,6.9
How I Became a Gangster,2019,"Crime, Drama",Not Rated,140 ,6.9
The Man Who Sold His Skin,2020,Drama,N/A,104 ,6.9
The Man Standing Next,2020,"Drama, History, Thriller",Not Rated,114 ,6.9
Jailbreak Pact,2020,"Drama, Thriller",N/A,135 ,6.9
Aristocrats,2020,"Drama, Family",N/A,124 ,6.9
Extraction,2020,"Action, Thriller",R,116 ,6.8
The Dry,2020,"Crime, Drama, Mystery",R,117 ,6.8
The Outpost,2019,"Action, Drama, History",R,123 ,6.8
Mank,2020,"Biography, Comedy, Drama",R,131 ,6.8
Calm with Horses,2019,"Crime, Drama, Thriller",R,100 ,6.8
Dracula,2020,"Action, Drama, Fantasy",TV-14,270 ,6.8
News of the World,2020,"Action, Adventure, Drama",PG-13,118 ,6.8
Kota Factory,20192021,"Comedy, Drama",TV-14,388 ,9
The Imagineering Story,2019,Documentary,TV-G,60 ,8.9
The World Between Us,2019,"Crime, Drama",N/A,55 ,8.9
The Untamed,2019,"Action, Adventure, Drama",N/A,50 ,8.8
Parasite,2019,"Drama, Thriller",R,132 ,8.5
For Sama,2019,"Documentary, Biography, War",TV-PG,100 ,8.5
Joker,2019,"Crime, Drama, Thriller",R,122 ,8.4
Avengers: Endgame,2019,"Action, Adventure, Drama",PG-13,181 ,8.4
Kaithi,2019,"Action, Crime, Thriller",Not Rated,145 ,8.4
What's My Name: Muhammad Ali,2019,"Documentary, Biography, Sport",TV-14,165 ,8.4
1917,2019,"Action, Drama, War",R,119 ,8.2
Miracle in Cell No. 7,2019,Drama,TV-14,132 ,8.2
Klaus,2019,"Animation, Adventure, Comedy",PG,96 ,8.2
Uri: The Surgical Strike,2019,"Action, Drama, History",Not Rated,138 ,8.2
Pocket Hercules: Naim Süleymanoglu,2019,"Biography, Drama, History",N/A,141 ,8.2
Ford v Ferrari,2019,"Action, Biography, Drama",PG-13,152 ,8.1
Portrait of a Lady on Fire,2019,"Drama, Romance",R,122 ,8.1
Apollo 11,2019,"Documentary, History",G,93 ,8.1
Article 15,2019,"Crime, Drama, Mystery",Not Rated,130 ,8.1
Collective,2019,"Documentary, Crime",Not Rated,109 ,8.1
Section 375,2019,"Crime, Drama, Mystery",Not Rated,124 ,8.1
Don't F**k with Cats: Hunting an Internet Killer,2019,"Documentary, Crime, Mystery",TV-MA,187 ,8
Truth and Justice,2019,Drama,N/A,165 ,8
Honeyland,2019,"Documentary, Drama",Unrated,89 ,8
The Blue Elephant 2,2019,"Crime, Drama, Horror",N/A,130 ,8
Knives Out,2019,"Comedy, Crime, Drama",PG-13,130 ,7.9
Jojo Rabbit,2019,"Comedy, Drama, War",PG-13,108 ,7.9
Marriage Story,2019,"Drama, Romance",R,137 ,7.9
Togo,2019,"Adventure, Biography, Drama",PG,113 ,7.9
Gully Boy,2019,"Drama, Music, Romance",Not Rated,154 ,7.9
Super 30,2019,"Biography, Drama",Not Rated,154 ,7.9
Sonchiriya,2019,"Action, Crime, Drama",Not Rated,143 ,7.9
The Gentlemen,2019,"Action, Crime",R,113 ,7.8
Little Women,2019,"Drama, Romance",PG,135 ,7.8
The Irishman,2019,"Biography, Crime, Drama",R,209 ,7.8
Law of Tehran,2019,"Action, Crime, Drama",N/A,131 ,7.8
System Crasher,2019,Drama,N/A,125 ,7.8
The Sound Story,2019,"Documentary, Drama",N/A,105 ,7.8
Toy Story 4,2019,"Animation, Adventure, Comedy",G,100 ,7.7
Badla,2019,"Crime, Drama, Mystery",Not Rated,118 ,7.7
Corpus Christi,2019,Drama,Unrated,115 ,7.7
Invisible Life,2019,Drama,R,139 ,7.7
Diego Maradona,2019,"Documentary, Biography, Sport",TV-14,130 ,7.7
"So Long, My Son",2019,Drama,N/A,185 ,7.7
Aga's House,2019,"Comedy, Drama",N/A,107 ,7.7
Once Upon a Time in Hollywood,2019,"Comedy, Drama",R,161 ,7.6
The Peanut Butter Falcon,2019,"Adventure, Comedy, Drama",PG-13,97 ,7.6
Dark Waters,2019,"Biography, Drama, History",PG-13,126 ,7.6
The Boy Who Harnessed the Wind,2019,"Biography, Drama, History",TV-PG,113 ,7.6
Just Mercy,2019,"Biography, Crime, Drama",PG-13,137 ,7.6
The Two Popes,2019,"Biography, Comedy, Drama",PG-13,125 ,7.6
Held for Ransom,2019,"Biography, Drama, War",N/A,138 ,7.6
Sorry We Missed You,2019,Drama,Not Rated,101 ,7.6
Better Days,2019,"Crime, Drama, Romance",N/A,135 ,7.6
Les Misérables,2019,"Crime, Drama, Thriller",R,104 ,7.6
A Regular Woman,2019,"Crime, Drama",Not Rated,90 ,7.6
Richard Jewell,2019,"Biography, Crime, Drama",R,131 ,7.5
The Farewell,2019,"Comedy, Drama",PG,100 ,7.5
Waves,2019,"Drama, Romance, Sport",R,135 ,7.5
Weathering with You,2019,"Animation, Drama, Fantasy",PG-13,112 ,7.5
Pain and Glory,2019,Drama,R,113 ,7.5
The Cave,2019,"Documentary, War",PG-13,107 ,7.5
The Lighthouse,2019,"Drama, Fantasy, Horror",R,109 ,7.4
John Wick: Chapter 3 - Parabellum,2019,"Action, Crime, Thriller",R,130 ,7.4
Uncut Gems,2019,"Crime, Drama, Thriller",R,135 ,7.4
Downton Abbey,2019,"Drama, Romance",PG,122 ,7.4
Spider-Man: Far from Home,2019,"Action, Adventure, Comedy",PG-13,129 ,7.4
How to Train Your Dragon: The Hidden World,2019,"Animation, Action, Adventure",PG,104 ,7.4
A Hidden Life,2019,"Biography, Drama, Romance",PG-13,174 ,7.4
A Dog's Journey,2019,"Adventure, Comedy, Drama",PG,109 ,7.4
Ne Zha,2019,"Animation, Action, Adventure",Not Rated,110 ,7.4
La belle époque,2019,"Comedy, Drama, Fantasy",R,115 ,7.4
The Specials,2019,"Comedy, Drama",N/A,114 ,7.4
Innocent Witness,2019,"Crime, Drama, Mystery",N/A,129 ,7.4
Kesari,2019,"Action, Drama, History",Not Rated,150 ,7.4
37 Seconds,2019,Drama,N/A,115 ,7.4
Midnight Family,2019,"Documentary, Action, Crime",Unrated,81 ,7.4
The Diary of Diana B,2019,"Biography, Drama, History",N/A,88 ,7.4
Square One,2019,Documentary,Not Rated,83 ,7.4
Censored,2019,"Biography, Drama, History",N/A,100 ,7.4
The King,2019,"Biography, Drama, History",R,140 ,7.3
Alita: Battle Angel,2019,"Action, Adventure, Sci-Fi",PG-13,122 ,7.3
Doctor Sleep,2019,"Drama, Fantasy, Horror",R,152 ,7.3
Rocketman,2019,"Biography, Drama, Music",R,121 ,7.3
El Camino: A Breaking Bad Movie,2019,"Action, Crime, Drama",TV-MA,122 ,7.3
Official Secrets,2019,"Biography, Crime, Drama",R,112 ,7.3
The Painted Bird,2019,"Drama, Horror, Thriller",Unrated,169 ,7.3
The Last Black Man in San Francisco,2019,Drama,R,121 ,7.3
The Collini Case,2019,"Crime, Drama, Thriller",Not Rated,123 ,7.3
The Blonde One,2019,"Drama, Romance",Not Rated,108 ,7.3
Bacurau,2019,"Action, Adventure, Drama",Not Rated,131 ,7.3
Kim Ji-young: Born 1982,2019,Drama,N/A,118 ,7.3
Homeward,2019,Drama,N/A,96 ,7.3
Zana,2019,"Drama, Mystery, Thriller",TV-MA,97 ,7.3
The Juror,2019,Drama,N/A,114 ,7.3
"Hello, Love, Goodbye",2019,"Drama, Romance",TV-PG,118 ,7.3
Bebaak,2019,"Short, Drama",N/A,20 ,7.3
A Son,2019,Drama,N/A,95 ,7.3
Five Feet Apart,2019,"Drama, Romance",PG-13,116 ,7.2
A Beautiful Day in the Neighborhood,2019,"Biography, Drama",PG,109 ,7.2
Fargo,20142024,"Crime, Drama, Thriller",TV-MA,53 ,8.9
The Marvelous Mrs. Maisel,20172023,"Comedy, Drama",TV-MA,"2,408 ",8.7
Ozark,20172022,"Crime, Drama, Thriller",TV-MA,60 ,8.5
Coco,2017,"Animation, Adventure, Drama",PG,105 ,8.4
Ayla: The Daughter of War,2017,"Biography, Drama, History",N/A,125 ,8.3
Aloko Udapadi,2017,"Drama, History",N/A,113 ,8.3
Godless,2017,"Action, Drama, Western",TV-MA,452 ,8.2
"Three Billboards Outside Ebbing, Missouri",2017,"Comedy, Crime, Drama",R,115 ,8.1
Logan,2017,"Action, Drama, Sci-Fi",R,137 ,8.1
 Stranger Things,20162025,"Drama, Fantasy, Horror",TV-14,48 ,8.1
Blade Runner 2049,2017,"Action, Drama, Mystery",R,164 ,8
Counterpart,20172019,"Drama, Sci-Fi, Thriller",TV-MA,60 ,8
Wonder,2017,"Drama, Family",PG,113 ,7.9
A Taxi Driver,2017,"Action, Drama, History",Not Rated,137 ,7.9
Dunkirk,2017,"Action, Drama, History",PG-13,106 ,7.8
Call Me by Your Name,2017,"Drama, Romance",R,132 ,7.8
Get Out,2017,"Horror, Mystery, Thriller",R,104 ,7.8
Loving Vincent,2017,"Animation, Drama, Mystery",PG-13,94 ,7.8
Wind River,2017,"Crime, Drama, Mystery",R,107 ,7.7
Resistance Is Life,2017,Documentary,PG,73 ,7.7
The Florida Project,2017,Drama,R,111 ,7.6
Guardians of the Galaxy Vol. 2,2017,"Action, Adventure, Comedy",PG-13,136 ,7.6
Only the Brave,2017,"Action, Biography, Drama",PG-13,134 ,7.6
Gifted,2017,Drama,PG-13,101 ,7.6
Loveless,2017,Drama,R,127 ,7.6
Bad Genius,2017,"Comedy, Crime, Drama",TV-MA,130 ,7.6
The Insult,2017,"Crime, Drama, Thriller",R,113 ,7.6
Newton,2017,"Comedy, Drama",Not Rated,106 ,7.6
Baby Driver,2017,"Action, Crime, Drama",R,113 ,7.5
The Greatest Showman,2017,"Biography, Drama, Musical",PG,105 ,7.5
"I, Tonya",2017,"Biography, Comedy, Drama",R,119 ,7.5
The Big Sick,2017,"Comedy, Drama, Romance",R,120 ,7.5
On Body and Soul,2017,"Drama, Fantasy, Mystery",Not Rated,116 ,7.5
Trapped,2016,"Drama, Thriller",Not Rated,105 ,7.5
I Can Speak,2017,"Comedy, Drama",N/A,119 ,7.5
The Ghazi Attack,2017,"Action, Thriller, War",Not Rated,116 ,7.5
Cyborgs: Heroes Never Die,2017,"Action, Drama, War",TV-14,112 ,7.5
Lady Bird,2017,"Comedy, Drama",R,94 ,7.4
John Wick: Chapter 2,2017,"Action, Crime, Thriller",R,122 ,7.4
Molly's Game,2017,"Biography, Crime, Drama",R,140 ,7.4
Phantom Thread,2017,"Drama, History, Romance",R,130 ,7.4
Darkest Hour,2017,"Biography, Drama, War",PG-13,125 ,7.4
War for the Planet of the Apes,2017,"Action, Adventure, Drama",PG-13,140 ,7.4
Forgotten,2017,"Crime, Mystery, Thriller",TV-MA,108 ,7.4
Mudbound,2017,"Drama, War",R,134 ,7.4
120 BPM,2017,Drama,Not Rated,143 ,7.4
I Dream in Another Language,2017,"Drama, Romance",Unrated,103 ,7.4
What Will People Say,2017,Drama,N/A,106 ,7.4
Arrhythmia,2017,Drama,N/A,116 ,7.4
It,2017,Horror,R,135 ,7.3
The Shape of Water,2017,"Drama, Fantasy, Romance",R,123 ,7.3
Good Time,2017,"Crime, Drama, Thriller",R,102 ,7.3
The Disaster Artist,2017,"Biography, Comedy, Drama",R,104 ,7.3
Okja,2017,"Action, Adventure, Drama",TV-MA,120 ,7.3
Shot Caller,2017,"Crime, Drama, Thriller",R,121 ,7.3
Detroit,2017,"Crime, Drama, History",R,143 ,7.3
The 12th Man,2017,"Drama, History, Thriller",Unrated,135 ,7.3
Marshall,2017,"Biography, Crime, Drama",PG-13,118 ,7.3
Hostiles,2017,"Drama, Western",R,134 ,7.2
The Death of Stalin,2017,"Comedy, Drama, History",R,107 ,7.2
The Post,2017,"Biography, Drama, History",PG-13,116 ,7.2
T2 Trainspotting,2017,"Comedy, Crime, Drama",R,117 ,7.2
Along With the Gods: The Two Worlds,2017,"Action, Adventure, Drama",Not Rated,139 ,7.2
The Outlaws,2017,"Action, Crime, Thriller",Not Rated,121 ,7.2
Columbus,2017,Drama,Not Rated,100 ,7.2
Memoir of a Murderer,2017,"Action, Crime, Mystery",Not Rated,118 ,7.2
First They Killed My Father,2017,"Biography, Drama, History",TV-MA,136 ,7.2
A Fantastic Woman,2017,Drama,R,104 ,7.2
What the Health,2017,Documentary,N/A,97 ,7.2
Spacewalk,2017,"Drama, History",N/A,137 ,7.2
Salyut-7,2017,"Action, Drama, History",N/A,111 ,7.2
Beauty and the Beast,2017,"Adventure, Family, Fantasy",PG,129 ,7.1
American Made,2017,"Action, Comedy, Crime",R,115 ,7.1
The Glass Castle,2017,"Biography, Drama",PG-13,127 ,7.1
The Square,2017,"Comedy, Drama",R,151 ,7.1
In the Fade,2017,"Crime, Drama, Thriller",R,106 ,7.1
Lean on Pete,2017,"Adventure, Drama, Sport",R,121 ,7.1
Breathe,2017,"Biography, Drama, Romance",PG-13,118 ,7.1
1945,2017,Drama,N/A,91 ,7.1
Wrath of Silence,2017,"Crime, Drama, Mystery",Not Rated,120 ,7.1
Silent Night,2017,"Comedy, Drama",N/A,100 ,7.1
Beyond Brotherhood,2017,Drama,N/A,110 ,7.1
The Killing of a Sacred Deer,2017,"Drama, Horror, Mystery",R,121 ,7
The Foreigner,2017,"Action, Thriller",R,113 ,7
Professor Marston & the Wonder Women,2017,"Biography, Drama, History",R,108 ,7
The Zookeeper's Wife,2017,"Biography, Drama, History",PG-13,127 ,7
The Art of Loving: Story of Michalina Wislocka,2017,"Biography, Comedy, Drama",N/A,121 ,7
The Last Recipe: Memory of Giraffe's Tongue,2017,Drama,N/A,126 ,7
Star Wars: Episode VIII - The Last Jedi,2017,"Action, Adventure, Fantasy",PG-13,152 ,6.9
Tigers Are Not Afraid,2017,"Fantasy, Horror, Mystery",Not Rated,83 ,6.9
Borg vs. McEnroe,2017,"Biography, Drama, Sport",R,107 ,6.9
The King,2017,"Action, Crime, Drama",Not Rated,134 ,6.9
All the Money in the World,2017,"Biography, Crime, Drama",R,132 ,6.8
What Happened to Monday,2017,"Action, Crime, Fantasy",TV-MA,123 ,6.8
A Prayer Before Dawn,2017,"Action, Biography, Crime",R,116 ,6.8
The Fortress,2017,"Action, Drama, History",Not Rated,140 ,6.8
The Wound,2017,"Drama, Romance",Unrated,88 ,6.8
One Week Friends,2017,"Comedy, Drama, Romance",N/A,120 ,6.8
Jungle,2017,"Action, Adventure, Biography",R,115 ,6.7
You Were Never Really Here,2017,"Crime, Drama, Thriller",R,89 ,6.7
Uno: The Movie,2016,Comedy,N/A,164 ,9.2
Mirror Game,2016,"Crime, Mystery, Thriller",N/A,147 ,9
O.J.: Made in America,2016,"Documentary, Biography, Crime",TV-MA,467 ,8.9
Stranger Things,20162025,"Drama, Fantasy, Horror",TV-14,51 ,8.7
The Crown,20162023,"Biography, Drama, History",TV-MA,58 ,8.6
Godhi Banna Sadharana Mykattu,2016,"Drama, Thriller",N/A,144 ,8.6
Wake Up America!,2016,"Short, Comedy",N/A,23 ,8.6
Your Name.,2016,"Animation, Drama, Fantasy",PG,106 ,8.4
Dangal,2016,"Action, Biography, Drama",Not Rated,161 ,8.3
Sairat,2016,"Drama, Romance",Not Rated,174 ,8.3
Piper,2016,"Animation, Short, Family",G,6 ,8.3
The Mountain II,2016,"Action, Drama, War",N/A,135 ,8.2
Dhuruvangal Pathinaaru,2016,"Crime, Drama, Mystery",Not Rated,105 ,8.2
Life and Fight,2016,"Drama, History, Romance",N/A,110 ,8.2
Second Life,2016,"Short, Drama, Sci-Fi",N/A,23 ,8.2
The Handmaiden,2016,"Drama, Romance, Thriller",Not Rated,145 ,8.1
Hacksaw Ridge,2016,"Biography, Drama, History",R,139 ,8.1
A Silent Voice: The Movie,2016,"Animation, Drama",Not Rated,130 ,8.1
Pink,2016,"Crime, Drama, Thriller",Not Rated,136 ,8.1
Sink,2015,Drama,N/A,115 ,8.1
La La Land,2016,"Comedy, Drama, Music",PG-13,128 ,8
Deadpool,2016,"Action, Comedy",R,108 ,8
Zootopia,2016,"Animation, Adventure, Comedy",PG,108 ,8
Lion,2016,"Biography, Drama",PG-13,118 ,8
The Invisible Guest,2016,"Crime, Drama, Mystery",TV-MA,106 ,8
Arrival,2016,"Drama, Mystery, Sci-Fi",PG-13,116 ,7.9
Sing Street,2016,"Comedy, Drama, Music",PG-13,106 ,7.9
The Day Will Come,2016,Drama,N/A,119 ,7.9
The Other Me,2016,"Crime, Drama, Mystery",N/A,101 ,7.9
Airlift,2016,"Action, Drama, History",Not Rated,130 ,7.9
Maalik,2016,"Action, Crime, Drama",PG-13,155 ,7.9
Rogue One: A Star Wars Story,2016,"Action, Adventure, Sci-Fi",PG-13,133 ,7.8
Hidden Figures,2016,"Biography, Drama, History",PG,127 ,7.8
Manchester by the Sea,2016,Drama,R,137 ,7.8
Captain America: Civil War,2016,"Action, Sci-Fi",PG-13,147 ,7.8
Captain Fantastic,2016,"Comedy, Drama",R,118 ,7.8
Hunt for the Wilderpeople,2016,"Adventure, Comedy, Drama",PG-13,101 ,7.8
Land of Mine,2015,"Drama, History, War",R,100 ,7.8
"I, Daniel Blake",2016,Drama,R,100 ,7.8
My Life as a Zucchini,2016,"Animation, Comedy, Drama",PG-13,70 ,7.8
Laal Rang,2016,"Comedy, Crime, Drama",Not Rated,147 ,7.8
Perfect Strangers,2016,"Comedy, Drama",N/A,96 ,7.7
The Salesman,2016,"Drama, Thriller",PG-13,124 ,7.7
Hell or High Water,2016,"Crime, Drama, Thriller",R,102 ,7.6
Moana,2016,"Animation, Adventure, Comedy",PG,107 ,7.6
Train to Busan,2016,"Action, Horror, Thriller",Not Rated,118 ,7.6
Maudie,2016,"Biography, Drama, Romance",PG-13,115 ,7.6
Mr. Church,2016,"Comedy, Drama",PG-13,104 ,7.6
Hatred,2016,"Drama, War",N/A,150 ,7.6
Neerja,2016,"Biography, Drama, Thriller",Not Rated,122 ,7.6
Irudhi Suttru,2016,"Action, Drama, Sport",Not Rated,109 ,7.6
Hepta: The Last Lecture,2016,"Drama, Romance",N/A,112 ,7.6
Madaari,2016,"Drama, Thriller",Not Rated,133 ,7.6
Golden Treasure,2016,"Action, Drama, Romance",R,110 ,7.6
Nocturnal Animals,2016,"Drama, Thriller",R,116 ,7.5
Doctor Strange,2016,"Action, Adventure, Fantasy",PG-13,115 ,7.5
Miss Sloane,2016,Drama,R,132 ,7.5
Two Lottery Tickets,2016,Comedy,N/A,86 ,7.5
The Nice Guys,2016,"Action, Comedy, Crime",R,116 ,7.4
Me Before You,2016,"Drama, Romance",PG-13,110 ,7.4
Moonlight,2016,Drama,R,111 ,7.4
The Jungle Book,2016,"Animation, Action, Adventure",PG,106 ,7.4
The Wailing,2016,"Drama, Horror, Mystery",TV-MA,156 ,7.4
Sully,2016,"Biography, Drama",PG-13,96 ,7.4
A Monster Calls,2016,"Adventure, Drama, Family",PG-13,108 ,7.4
Queen of Katwe,2016,"Biography, Drama, Sport",PG,124 ,7.4
After the Storm,2016,"Comedy, Drama",Not Rated,118 ,7.4
Dear Zindagi,2016,"Drama, Romance",Not Rated,151 ,7.4
Heartstone,2016,"Drama, Romance",Unrated,129 ,7.4
The Last Family,2016,"Biography, Drama",N/A,123 ,7.4
Clash,2016,"Drama, Thriller, War",Not Rated,97 ,7.4
Split,2016,"Horror, Thriller",PG-13,117 ,7.3
13 Hours,2016,"Action, Drama, History",R,144 ,7.3
The Accountant,2016,"Action, Crime, Drama",R,128 ,7.3
The Edge of Seventeen,2016,"Comedy, Drama",R,104 ,7.3
Snowden,2016,"Biography, Crime, Drama",R,134 ,7.3
Toni Erdmann,2016,"Comedy, Drama",R,162 ,7.3
The Conjuring 2,2016,"Horror, Mystery, Thriller",R,134 ,7.3
Paterson,2016,"Comedy, Drama, Romance",R,118 ,7.3
20th Century Women,2016,"Comedy, Drama",R,119 ,7.3
Eddie the Eagle,2015,"Adventure, Biography, Comedy",PG-13,106 ,7.3
The Fundamentals of Caring,2016,"Comedy, Drama",TV-MA,97 ,7.3
A Street Cat Named Bob,2016,"Biography, Drama, Family",Not Rated,103 ,7.3
Two Is a Family,2016,"Comedy, Drama",N/A,118 ,7.3
The Innocents,2016,"Drama, History",PG-13,115 ,7.3
Sami Blood,2016,"Drama, History",Not Rated,110 ,7.3
Graduation,2016,"Crime, Drama",R,128 ,7.3
The Net,2016,Drama,N/A,114 ,7.3
Sieranevada,2016,"Comedy, Drama",N/A,173 ,7.3
Sieranevada,2016,"Comedy, Drama",N/A,173 ,7.3
61 Days,2016,"Comedy, Drama",N/A,115 ,7.3
Sarbjit,2016,"Biography, Drama",Not Rated,131 ,7.3
Blind Vaysha,2016,"Animation, Short, Drama",PG-13,8 ,7.3
Fantastic Beasts and Where to Find Them,2016,"Adventure, Family, Fantasy",PG-13,132 ,7.2
Silence,2016,"Drama, History",R,161 ,7.2
10 Cloverfield Lane,2016,"Drama, Horror, Mystery",PG-13,103 ,7.2
The Founder,2016,"Biography, Drama",PG-13,115 ,7.2
Finding Dory,2016,"Animation, Adventure, Comedy",PG,97 ,7.2
Fences,2016,Drama,PG-13,139 ,7.2
The Light Between Oceans,2016,"Drama, Romance",PG-13,133 ,7.2
Mr. Robot,20152019,"Crime, Drama, Thriller",TV-MA,49 ,8.5
Angrej,2015,Romance,Not Rated,130 ,8.5
Belaseshe,2015,"Drama, Family",N/A,141 ,8.5
Premam,2015,"Comedy, Drama, Romance",N/A,156 ,8.3
Winter on Fire: Ukraine's Fight for Freedom,2015,"Documentary, History, War",Not Rated,102 ,8.3
Winter on Fire: Ukraine's Fight for Freedom,2015,"Documentary, History, War",Not Rated,102 ,8.3
Chhello Divas: A New Beginning,2015,Comedy,N/A,138 ,8.3
Drishyam,2015,"Crime, Drama, Mystery",Not Rated,163 ,8.2
RangiTaranga,2015,"Mystery, Thriller",Not Rated,149 ,8.2
Mad Max: Fury Road,2015,"Action, Adventure, Sci-Fi",R,120 ,8.1
Inside Out,2015,"Animation, Adventure, Comedy",PG,95 ,8.1
Room,2015,"Drama, Thriller",R,118 ,8.1
Spotlight,2015,"Biography, Crime, Drama",R,129 ,8.1
Bajrangi Bhaijaan,2015,"Action, Adventure, Comedy",Not Rated,163 ,8.1
Talvar,2015,"Crime, Drama, Mystery",Not Rated,132 ,8.1
Masaan,2015,Drama,N/A,109 ,8.1
The Revenant,2015,"Action, Adventure, Drama",R,156 ,8
